row_id,stem摘要,提议case_group_id,提议subquestion_index,归属证据,置信度,case_group_fingerprint,row_granularity,gen,group_size,group_distinct_indexes,index_duplicated,index_answer_conflict,group_contiguous,exam_year,original_id,source_chunk_id,has_answer
17227,2. 建筑工程施工安全检查还有哪些形式？,2020-case5,2,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A434000_d91ff01a,,True
17232,2. 建筑工程施工安全检查还有哪些形式？,2020-case5,2,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A436000_f2ef6cc2,,True
8868,3. 指出工人宿舍管理的不妥之处并改正。在炊事员上岗期间，从个人卫生角度还有哪些具体管理？,2020-case5,3,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_c73780de234fdebd,,True
8873,3. 指出工人宿舍管理的不妥之处并改正。在炊事员上岗期间，从个人卫生角度还有哪些具体管理？,2020-case5,3,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_dbaeb212171c0362,,True
17228,3. 指出工人宿舍管理的不妥之处并改正。在炊事员上岗期间，从个人卫生角度还有哪些具体管理？,2020-case5,3,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A434000_be9aa32e,,True
17233,3. 指出工人宿舍管理的不妥之处并改正。在炊事员上岗期间，从个人卫生角度还有哪些具体管理？,2020-case5,3,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A436000_a3241a4a,,True
8869,4. 列式计算该工程绿色建筑总得分Q。该建筑属于哪个等级，还有哪些等级？生活便利评分还有什么指标？,2020-case5,4,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_5e3d25fe8c324d42,,True
8874,4. 列式计算该工程绿色建筑总得分Q。该建筑属于哪个等级，还有哪些等级？生活便利评分还有什么指标？,2020-case5,4,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g1_auto,18,4,True,True,True,2020,AUTO_63c1c22764fd5bf9,,True
9342,基坑工程 | 模板支撑 | 高处作业 | 施工用电 | 外用电梯 | 塔吊 | 施工机具 | |----------|------------------|-----------|------------|-------------|-------------|---------,2020-case5,4,bg_fp=889bc5cfd7ffb0e2(bg513字)|idx_src=anchor|gen=g2_exam_chunk|case_no_src=page_order|anchor=第4题续|case_hash8=8e5530bf,low,889bc5cfd7ffb0e2,single_subquestion,g2_exam_chunk,18,4,True,True,True,2020,EXAM_1A436000_P0020_02_CASE_8e5530bf,EXAM_1A436000_P0020_02,True
17229,4. 列式计算该工程绿色建筑总得分Q。该建筑属于哪个等级，还有哪些等级？生活便利评分还有什么指标？,2020-case5,4,bg_fp=889bc5cfd7ffb0e2(bg655字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A434000_5edc2c64,,True
17234,4. 列式计算该工程绿色建筑总得分Q。该建筑属于哪个等级，还有哪些等级？生活便利评分还有什么指标？,2020-case5,4,bg_fp=889bc5cfd7ffb0e2(bg533字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,889bc5cfd7ffb0e2,single_subquestion,g3_exam_year,18,4,True,True,True,2020,EXAM_2020_1A436000_a6844bb3,,True
9366,1. 指出项目劳动用工管理工作中不妥之处，并写出正确做法。,2021-case1,1,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例题(一)|case_hash8=85156e53,high,371b2bcd75e90227,single_subquestion,g2_exam_chunk,20,5,True,False,True,2021,EXAM_1A431000_P0016_02_CASE_85156e53,EXAM_1A431000_P0016_02,True
9391,1. 指出项目劳动用工管理工作中不妥之处，并写出正确做法。,2021-case1,1,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题答案|case_hash8=123afc4a,high,371b2bcd75e90227,single_subquestion,g2_exam_chunk,20,5,True,False,True,2021,EXAM_1A433000_P0017_01_CASE_123afc4a,EXAM_1A433000_P0017_01,True
17271,1. 指出项目劳动用工管理工作中不妥之处，并写出正确做法。,2021-case1,1,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A431000_2d7b5642,,True
17276,1. 指出项目劳动用工管理工作中不妥之处，并写出正确做法。,2021-case1,1,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A433000_fbb0ee94,,True
8900,2. 为改善工人生活区居住环境，在一定规模的集中生活区应配套的必要生活设施有哪些？（如食堂）,2021-case1,2,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_45d7f3b6ad071e9b,,True
8905,2. 为改善工人生活区居住环境，在一定规模的集中生活区应配套的必要生活设施有哪些？（如食堂）,2021-case1,2,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_a6368a5e32161fd7,,True
17272,2. 为改善工人生活区居住环境，在一定规模的集中生活区应配套的必要生活设施有哪些？（如食堂）,2021-case1,2,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A431000_8a7a0af9,,True
17277,2. 为改善工人生活区居住环境，在一定规模的集中生活区应配套的必要生活设施有哪些？（如食堂）,2021-case1,2,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A433000_d8b80cb0,,True
8901,3. 常用高分子防水卷材有哪些？（如三元乙丙）,2021-case1,3,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_289a3f426e7f4086,,True
8906,3. 常用高分子防水卷材有哪些？（如三元乙丙）,2021-case1,3,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_53643a76aa3cc3ee,,True
17273,3. 常用高分子防水卷材有哪些？（如三元乙丙）,2021-case1,3,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A431000_cd4dd456,,True
17278,3. 常用高分子防水卷材有哪些？（如三元乙丙）,2021-case1,3,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A433000_1573cbab,,True
8902,4. 常用屋面隔离层材料有哪些？屋面防水层淋水、蓄水试验持续时间各是多少小时？,2021-case1,4,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_faea9cdf04d3d864,,True
8907,4. 常用屋面隔离层材料有哪些？屋面防水层淋水、蓄水试验持续时间各是多少小时？,2021-case1,4,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_bf823817985a3378,,True
17274,4. 常用屋面隔离层材料有哪些？屋面防水层淋水、蓄水试验持续时间各是多少小时？,2021-case1,4,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A431000_c359c426,,True
17279,4. 常用屋面隔离层材料有哪些？屋面防水层淋水、蓄水试验持续时间各是多少小时？,2021-case1,4,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A433000_be6f6b12,,True
8903,5. 写出图1中屋面构造层1-7对应的名称。,2021-case1,5,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_47ce193b7b616965,,True
8908,5. 写出图1中屋面构造层1-7对应的名称。,2021-case1,5,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g1_auto,20,5,True,False,True,2021,AUTO_a2f323d783844b86,,True
17275,5. 写出图1中屋面构造层1-7对应的名称。,2021-case1,5,bg_fp=371b2bcd75e90227(bg312字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A431000_6f48a215,,True
17280,5. 写出图1中屋面构造层1-7对应的名称。,2021-case1,5,bg_fp=371b2bcd75e90227(bg298字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,371b2bcd75e90227,single_subquestion,g3_exam_year,20,5,True,False,True,2021,EXAM_2021_1A433000_18779b77,,True
9416,1. 工程施工组织方式有哪些？组织流水施工时应考虑的工艺参数和时间参数分别包括哪些内容？,2021-case2,1,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例二背景|case_hash8=25bdef38,high,3e0ed69d351645b4,single_subquestion,g2_exam_chunk,14,4,True,False,True,2021,EXAM_1A433000_P0018_02_CASE_25bdef38,EXAM_1A433000_P0018_02,True
17281,1. 工程施工组织方式有哪些？组织流水施工时应考虑的工艺参数和时间参数分别包括哪些内容？,2021-case2,1,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g3_exam_year,14,4,True,False,True,2021,EXAM_2021_1A433000_236bf3e8,,True
8910,2. 施工总平面布置图设计要点还有哪些？布置施工升降机时，应考虑的条件和因素还有哪些？,2021-case2,2,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g1_auto,14,4,True,False,True,2021,AUTO_3502a72aa2530188,,True
17282,2. 施工总平面布置图设计要点还有哪些？布置施工升降机时，应考虑的条件和因素还有哪些？,2021-case2,2,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g3_exam_year,14,4,True,False,True,2021,EXAM_2021_1A433000_29e1b853,,True
8911,3. 根据图3-1中进度前锋线分析第8月底工程的实际进展情况,2021-case2,3,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g1_auto,14,4,True,False,True,2021,AUTO_8a646cc7f2125d2c,,True
17283,3. 根据图3-1中进度前锋线分析第8月底工程的实际进展情况,2021-case2,3,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g3_exam_year,14,4,True,False,True,2021,EXAM_2021_1A433000_27f1f3e1,,True
8912,4. 在答题纸上绘制（可以手绘）正确的从第9月开始到工程结束的双代号网络计划图（图3-2）。,2021-case2,4,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g1_auto,14,4,True,False,True,2021,AUTO_352bf416bdbac044,,True
17284,4. 在答题纸上绘制（可以手绘）正确的从第9月开始到工程结束的双代号网络计划图（图3-2）。,2021-case2,4,bg_fp=3e0ed69d351645b4(bg559字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,3e0ed69d351645b4,single_subquestion,g3_exam_year,14,4,True,False,True,2021,EXAM_2021_1A433000_6df73875,,True
8920,5. 建筑节能工程中的围护结构子分部工程包含哪些分项工程？墙体保温隔热材料进场时需要复验的性能指标有哪些？,2021-case5,5,bg_fp=c083f6f84e60657d(bg753字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,c083f6f84e60657d,single_subquestion,g1_auto,6,1,True,True,False,2021,AUTO_f6ff09bec8ffa3e0,,True
9447,5. 建筑节能工程中的围护结构子分部工程包含哪些分项工程？墙体保温隔热材料进场时需要复验的性能指标有哪些？,2021-case5,5,bg_fp=c083f6f84e60657d(bg753字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第5题|case_hash8=46c8dda0,medium,c083f6f84e60657d,single_subquestion,g2_exam_chunk,6,1,True,True,False,2021,EXAM_1A436000_P0026_02_CASE_46c8dda0,EXAM_1A436000_P0026_02,True
17292,5. 建筑节能工程中的围护结构子分部工程包含哪些分项工程？墙体保温隔热材料进场时需要复验的性能指标有哪些？,2021-case5,5,bg_fp=c083f6f84e60657d(bg753字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,c083f6f84e60657d,single_subquestion,g3_exam_year,6,1,True,True,False,2021,EXAM_2021_1A436000_5c3f76af,,True
9466,1. 补充表1-1中A~G处的信息内容。,2022-case1,1,bg_fp=5141ff4501764d54(bg808字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=案例题(一)问题|case_hash8=e21abc02,high,5141ff4501764d54,single_subquestion,g2_exam_chunk,5,2,True,False,True,2022,EXAM_1A433000_P0011_01_CASE_e21abc02,EXAM_1A433000_P0011_01,True
17315,1. 补充表1-1中A~G处的信息内容。,2022-case1,1,bg_fp=5141ff4501764d54(bg808字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,5141ff4501764d54,single_subquestion,g3_exam_year,5,2,True,False,True,2022,EXAM_2022_1A433000_e19d103d,,True
8948,2. 分别写出配套工程1F、2F、3F柱C40混凝土同条件养护试件的等效龄期（d）和日平均气温累计数（℃·d）。,2022-case1,2,bg_fp=5141ff4501764d54(bg808字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,5141ff4501764d54,single_subquestion,g1_auto,5,2,True,False,True,2022,AUTO_18782d0335472b2b,,True
17316,2. 分别写出配套工程1F、2F、3F柱C40混凝土同条件养护试件的等效龄期（d）和日平均气温累计数（℃·d）。,2022-case1,2,bg_fp=5141ff4501764d54(bg808字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,5141ff4501764d54,single_subquestion,g3_exam_year,5,2,True,False,True,2022,EXAM_2022_1A433000_ff142b73,,True
9480,1. 施工企业安全生产管理制度内容还有哪些？,2022-case5,1,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=b9501b0e,high,6f6c773691ad448a,single_subquestion,g2_exam_chunk,10,4,True,False,True,2022,EXAM_1A436000_P0019_01_CASE_b9501b0e,EXAM_1A436000_P0019_01,True
17324,1. 施工企业安全生产管理制度内容还有哪些？,2022-case5,1,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,6f6c773691ad448a,single_subquestion,g3_exam_year,10,4,True,False,True,2022,EXAM_2022_1A436000_2424be82,,True
9481,2. 写出满堂脚手架检查中的空缺项，分别写出属于保证项目和一般项目的检查内容。,2022-case5,2,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第2题|case_hash8=b9501b0e,high,6f6c773691ad448a,single_subquestion,g2_exam_chunk,10,4,True,False,True,2022,EXAM_1A436000_P0020_02_CASE_b9501b0e,EXAM_1A436000_P0020_02,True
17325,2. 写出满堂脚手架检查中的空缺项，分别写出属于保证项目和一般项目的检查内容。,2022-case5,2,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,6f6c773691ad448a,single_subquestion,g3_exam_year,10,4,True,False,True,2022,EXAM_2022_1A436000_1964d7ab,,True
9482,3. 混凝土浇筑过程的安全隐患主要表现形式还有哪些？,2022-case5,3,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第3题|case_hash8=b9501b0e,high,6f6c773691ad448a,single_subquestion,g2_exam_chunk,10,4,True,False,True,2022,EXAM_1A436000_P0021_03_CASE_b9501b0e,EXAM_1A436000_P0021_03,True
17326,3. 混凝土浇筑过程的安全隐患主要表现形式还有哪些？,2022-case5,3,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,6f6c773691ad448a,single_subquestion,g3_exam_year,10,4,True,False,True,2022,EXAM_2022_1A436000_16ef1428,,True
9483,4. 改正表 5-2 中燃烧性能不符合要求部位的错误做法，装饰材料燃烧性能分几个等级？并分别写出代表含义（如 A-不燃）。,2022-case5,4,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第4题|case_hash8=b9501b0e,high,6f6c773691ad448a,single_subquestion,g2_exam_chunk,10,4,True,False,True,2022,EXAM_1A436000_P0022_04_CASE_b9501b0e,EXAM_1A436000_P0022_04,True
17327,4. 改正表 5-2 中燃烧性能不符合要求部位的错误做法，装饰材料燃烧性能分几个等级？并分别写出代表含义（如 A-不燃）。,2022-case5,4,bg_fp=6f6c773691ad448a(bg516字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,6f6c773691ad448a,single_subquestion,g3_exam_year,10,4,True,False,True,2022,EXAM_2022_1A436000_862e03f8,,True
9518,1. 指出工程施工质量检测管理工作中的不妥之处，并写出正确做法。（本问题2项不妥，多答不得分）混凝土试件制作与取样见证记录内容还有哪些？,2023-case1,1,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=cd2277c2,high,2d44437d8bcc82ba,single_subquestion,g2_exam_chunk,16,4,True,False,True,2023,EXAM_1A433000_P0011_01_CASE_cd2277c2,EXAM_1A433000_P0011_01,True
17357,1. 指出工程施工质量检测管理工作中的不妥之处，并写出正确做法。（本问题2项不妥，多答不得分）混凝土试件制作与取样见证记录内容还有哪些？,2023-case1,1,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g3_exam_year,16,4,True,False,True,2023,EXAM_2023_1A433000_6dcf3251,,True
8982,2. 写出图1-1～图1-6显示的质量缺陷名称。（表示为图1-1-麻面）,2023-case1,2,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g1_auto,16,4,True,False,True,2023,AUTO_7a578bfb1f8a1f82,,True
17358,2. 写出图1-1～图1-6显示的质量缺陷名称。（表示为图1-1-麻面）,2023-case1,2,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g3_exam_year,16,4,True,False,True,2023,EXAM_2023_1A433000_546edd4e,,True
8983,3. 写出图1-7中防水构造层编号的构造名称。（表示为1-基础垫层）,2023-case1,3,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g1_auto,16,4,True,False,True,2023,AUTO_69e02613a50efa1f,,True
17359,3. 写出图1-7中防水构造层编号的构造名称。（表示为1-基础垫层）,2023-case1,3,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g3_exam_year,16,4,True,False,True,2023,EXAM_2023_1A433000_dfdc3688,,True
8984,4. 补充完整混凝土表面孔洞质量缺陷治理工艺流程内容。,2023-case1,4,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g1_auto,16,4,True,False,True,2023,AUTO_893f69c7425ed613,,True
17360,4. 补充完整混凝土表面孔洞质量缺陷治理工艺流程内容。,2023-case1,4,bg_fp=2d44437d8bcc82ba(bg416字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,2d44437d8bcc82ba,single_subquestion,g3_exam_year,16,4,True,False,True,2023,EXAM_2023_1A433000_960be27b,,True
9534,1. 写出图2的关键线路（采用节点方式表达，如①→②）和总工期。写出表2-1中基础施工和上部结构的流水节拍数。分别计算成倍节拍流水的流水步距、专业施工队数和总工期。,2023-case2,1,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第2题|case_hash8=57500c76,medium,9176edd5d917a4c8,single_subquestion,g2_exam_chunk,13,4,True,True,True,2023,EXAM_1A433000_P0012_02_CASE_57500c76,EXAM_1A433000_P0012_02,True
9550,1. 写出图2的关键线路（采用节点方式表达，如①→②）和总工期。写出表2-1中基础施工和上部结构的流水节拍数。分别计算成倍节拍流水的流水步距、专业施工队数和总工期。,2023-case2,1,bg_fp=9176edd5d917a4c8(bg587字)|idx_src=stem_ordinal|gen=g2_exam_chunk|case_no_src=page_order|anchor=第1题|case_hash8=57500c76,medium,9176edd5d917a4c8,single_subquestion,g2_exam_chunk,13,4,True,True,True,2023,EXAM_1A433000_P0013_01_CASE_57500c76,EXAM_1A433000_P0013_01,True
17363,1. 写出图2的关键线路（采用节点方式表达，如①→②）和总工期。写出表2-1中基础施工和上部结构的流水节拍数。分别计算成倍节拍流水的流水步距、专业施工队数和总工期。,2023-case2,1,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,True,True,2023,EXAM_2023_1A433000_baa6e17b,,True
17368,1. 写出图2的关键线路（采用节点方式表达，如①→②）和总工期。写出表2-1中基础施工和上部结构的流水节拍数。分别计算成倍节拍流水的流水步距、专业施工队数和总工期。,2023-case2,1,bg_fp=9176edd5d917a4c8(bg587字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,True,True,2023,EXAM_2023_1A433000_ba1ac525,,True
8986,2. 写出表2-2中A、B、C、D处的内容。除了施工进度调整外，还有哪些情况需要调整施工检测试验计划？,2023-case2,2,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g1_auto,13,4,True,True,True,2023,AUTO_8812a33ffe4fe344,,True
8990,2. 写出表2-2中A、B、C、D处的内容。除了施工进度调整外，还有哪些情况需要调整施工检测试验计划？,2023-case2,2,bg_fp=9176edd5d917a4c8(bg587字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g1_auto,13,4,True,True,True,2023,AUTO_bd15a025400c235b,,True
17364,2. 写出表2-2中A、B、C、D处的内容。除了施工进度调整外，还有哪些情况需要调整施工检测试验计划？,2023-case2,2,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,True,True,2023,EXAM_2023_1A433000_9f5869d7,,True
17369,2. 写出表2-2中A、B、C、D处的内容。除了施工进度调整外，还有哪些情况需要调整施工检测试验计划？,2023-case2,2,bg_fp=9176edd5d917a4c8(bg587字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,medium,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,True,True,2023,EXAM_2023_1A433000_7f65ec52,,True
8987,3. 指出雨期施工专项方案中的不妥之处，并写出正确做法。（本小题3项不妥，多答不得分）,2023-case2,3,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,9176edd5d917a4c8,single_subquestion,g1_auto,13,4,True,False,True,2023,AUTO_f795a2d7432fdca9,,True
17365,3. 指出雨期施工专项方案中的不妥之处，并写出正确做法。（本小题3项不妥，多答不得分）,2023-case2,3,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,False,True,2023,EXAM_2023_1A433000_ce810171,,True
8988,4. 主体结构工程的分部工程验收还应有哪些人员参加？结构实体检验除混凝土强度外还有哪些项目？,2023-case2,4,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g1_auto|case_no_src=page_order,high,9176edd5d917a4c8,single_subquestion,g1_auto,13,4,True,False,True,2023,AUTO_df756424af54b265,,True
17366,4. 主体结构工程的分部工程验收还应有哪些人员参加？结构实体检验除混凝土强度外还有哪些项目？,2023-case2,4,bg_fp=9176edd5d917a4c8(bg398字)|idx_src=stem_ordinal|gen=g3_exam_year|case_no_src=page_order,high,9176edd5d917a4c8,single_subquestion,g3_exam_year,13,4,True,False,True,2023,EXAM_2023_1A433000_e1d94884,,True
